kWhDelivered,effective_charging_duration_min,post_charge_duration_min,total_session_duration_min,kWh_per_min_total_session,kWh_per_min_effective_charging,connectionTime_year,connectionTime_month,connectionTime_day,connectionTime_hour,connectionTime_min,connectionTime_sec,disconnectTime_year,disconnectTime_month,disconnectTime_day,disconnectTime_hour,disconnectTime_min,disconnectTime_sec,doneChargingTime_year,doneChargingTime_month,doneChargingTime_day,doneChargingTime_hour,doneChargingTime_min,doneChargingTime_sec
6.559,79.9,455.23333333333335,535.1333333333333,0.01225675844026411,0.082090112640801,2018,6,12,14,3,55,2018,6,12,22,59,3,2018,6,12,15,23,49
3.013,68.3,484.98333333333335,553.2833333333333,0.005445672801759195,0.04411420204978038,2018,6,12,14,20,19,2018,6,12,23,33,36,2018,6,12,15,28,37
3.973,48.8,570.0333333333333,618.8333333333334,0.006420145434958254,0.0814139344262295,2018,6,12,14,36,42,2018,6,13,0,55,32,2018,6,12,15,25,30
5.036,58.166666666666664,502.03333333333336,560.2,0.008989646554801854,0.08657879656160458,2018,6,12,14,41,46,2018,6,13,0,1,58,2018,6,12,15,39,56
7.059,174.41666666666666,60.25,234.66666666666666,0.03008096590909091,0.040472049689441,2018,6,12,14,50,2,2018,6,12,18,44,42,2018,6,12,17,44,27
9.161,255.28333333333333,219.63333333333333,474.9166666666667,0.019289699947359185,0.035885617287980676,2018,6,12,14,58,8,2018,6,12,22,53,3,2018,6,12,19,13,25
14.017,361.68333333333334,0.13333333333333333,361.81666666666666,0.03874061449168548,0.03875489608773789,2018,6,12,14,58,12,2018,6,12,21,0,1,2018,6,12,20,59,53
4.029,112.21666666666667,422.8833333333333,535.1,0.007529433750700803,0.035903757611762954,2018,6,12,14,59,30,2018,6,12,23,54,36,2018,6,12,16,51,43
19.146,471.35,100.25,571.6,0.033495451364590624,0.04061949718892543,2018,6,12,15,1,24,2018,6,13,0,33,0,2018,6,12,22,52,45
2.171,612.3166666666667,12.816666666666666,625.1333333333333,0.0034728591233870107,0.0035455510492936656,2018,6,12,15,4,50,2018,6,13,1,29,58,2018,6,13,1,17,9
2.135,49.63333333333333,495.23333333333335,544.8666666666667,0.003918389820139483,0.04301544660846205,2018,6,12,15,6,46,2018,6,13,0,11,38,2018,6,12,15,56,24
4.774,135.8,533.6666666666666,669.4666666666667,0.007131049591714797,0.035154639175257726,2018,6,12,15,7,12,2018,6,13,2,16,40,2018,6,12,17,23,0
16.246,449.8333333333333,67.25,517.0833333333334,0.03141853344077356,0.03611559836976658,2018,6,12,15,10,26,2018,6,12,23,47,31,2018,6,12,22,40,16
6.429,196.9,174.73333333333332,371.6333333333333,0.017299309355099112,0.032651091924834945,2018,6,12,15,12,48,2018,6,12,21,24,26,2018,6,12,18,29,42
11.97,305.15,0.13333333333333333,305.28333333333336,0.03920947753453076,0.03922660986400132,2018,6,12,15,16,6,2018,6,12,20,21,23,2018,6,12,20,21,15
7.752,234.2,282.76666666666665,516.9666666666667,0.014995164098265523,0.0330999146029035,2018,6,12,15,16,31,2018,6,12,23,53,29,2018,6,12,19,10,43
4.981,118.46666666666667,125.51666666666667,243.98333333333332,0.020415328915909556,0.04204558244231851,2018,6,12,15,18,19,2018,6,12,19,22,18,2018,6,12,17,16,47
3.463,86.03333333333333,528.85,614.8833333333333,0.00563196270295178,0.04025184037194886,2018,6,12,15,20,40,2018,6,13,1,35,33,2018,6,12,16,46,42
4.9,106.06666666666666,0.06666666666666667,106.13333333333334,0.04616834170854271,0.04619736015084853,2018,6,12,15,22,4,2018,6,12,17,8,12,2018,6,12,17,8,8
6.861,209.11666666666667,26.4,235.51666666666668,0.029131696270610713,0.03280943651868973,2018,6,12,15,26,53,2018,6,12,19,22,24,2018,6,12,18,56,0
12.135,387.5,0.016666666666666666,387.51666666666665,0.0313147821599071,0.03131612903225806,2018,6,12,15,29,41,2018,6,12,21,57,12,2018,6,12,21,57,11
7.386,221.51666666666668,331.3666666666667,552.8833333333333,0.01335905706448015,0.0333428635919043,2018,6,12,15,31,14,2018,6,13,0,44,7,2018,6,12,19,12,45
13.885,392.68333333333334,228.9,621.5833333333334,0.022338115028824237,0.03535928016637664,2018,6,12,15,42,12,2018,6,13,2,3,47,2018,6,12,22,14,53
8.303,236.1,331.95,568.05,0.014616671067687706,0.035167301990681916,2018,6,12,15,47,7,2018,6,13,1,15,10,2018,6,12,19,43,13
12.196,413.15,148.16666666666666,561.3166666666667,0.021727485970486057,0.029519544959457824,2018,6,12,16,1,14,2018,6,13,1,22,33,2018,6,12,22,54,23
14.014,516.1666666666666,4.333333333333333,520.5,0.026924111431316042,0.02715014530190507,2018,6,12,16,2,6,2018,6,13,0,42,36,2018,6,13,0,38,16
13.81,572.0166666666667,-0.9666666666666667,571.05,0.024183521583048772,0.02414265318609598,2018,6,12,16,3,29,2018,6,13,1,34,32,2018,6,13,1,35,30
12.31,533.6333333333333,1.4666666666666666,535.1,0.023005045785834424,0.0230682740958211,2018,6,12,16,4,43,2018,6,13,0,59,49,2018,6,13,0,58,21
7.127,257.0,190.61666666666667,447.6166666666667,0.015922105968648768,0.027731517509727625,2018,6,12,16,15,22,2018,6,12,23,42,59,2018,6,12,20,32,22
6.052,192.1,283.93333333333334,476.03333333333336,0.012713395420488759,0.03150442477876106,2018,6,12,16,19,46,2018,6,13,0,15,48,2018,6,12,19,31,52
8.897,437.46666666666664,0.08333333333333333,437.55,0.020333676151296994,0.020337549527583057,2018,6,12,16,28,59,2018,6,12,23,46,32,2018,6,12,23,46,27
1.777,63.96666666666667,427.78333333333336,491.75,0.0036136248093543467,0.02778009379885357,2018,6,12,16,34,14,2018,6,13,0,45,59,2018,6,12,17,38,12
3.793,139.3,0.1,139.4,0.027209469153515065,0.027229002153625267,2018,6,12,16,49,2,2018,6,12,19,8,26,2018,6,12,19,8,20
10.179,305.26666666666665,0.08333333333333333,305.35,0.033335516620271816,0.03334461672854335,2018,6,12,16,50,21,2018,6,12,21,55,42,2018,6,12,21,55,37
7.863,290.68333333333334,178.91666666666666,469.6,0.01674403747870528,0.027050054469353824,2018,6,12,17,15,28,2018,6,13,1,5,4,2018,6,12,22,6,9
11.176,307.55,224.03333333333333,531.5833333333334,0.021023984950619218,0.03633880669809787,2018,6,12,17,17,21,2018,6,13,2,8,56,2018,6,12,22,24,54
13.945,431.48333333333335,1.0,432.48333333333335,0.032244017110485954,0.03231874541310981,2018,6,12,17,26,41,2018,6,13,0,39,10,2018,6,13,0,38,10
2.875,91.21666666666667,0.15,91.36666666666666,0.031466618022619484,0.03151836287228211,2018,6,12,17,33,39,2018,6,12,19,5,1,2018,6,12,19,4,52
2.004,68.88333333333334,637.75,706.6333333333333,0.0028359828293787444,0.029092668763609966,2018,6,12,17,36,10,2018,6,13,5,22,48,2018,6,12,18,45,3
10.766,338.3666666666667,101.61666666666666,439.98333333333335,0.02446910867835903,0.03181755492069747,2018,6,12,17,36,20,2018,6,13,0,56,19,2018,6,12,23,14,42
3.472,95.75,119.48333333333333,215.23333333333332,0.016131330339166798,0.03626109660574413,2018,6,12,18,52,58,2018,6,12,22,28,12,2018,6,12,20,28,43
1.218,37.21666666666667,178.53333333333333,215.75,0.005645422943221321,0.03272727272727272,2018,6,12,19,13,55,2018,6,12,22,49,40,2018,6,12,19,51,8
14.709,280.18333333333334,21.15,301.3333333333333,0.048813053097345134,0.052497769317708644,2018,6,12,19,17,33,2018,6,13,0,18,53,2018,6,12,23,57,44
4.88,182.63333333333333,0.2833333333333333,182.91666666666666,0.02667881548974943,0.02672020441686439,2018,6,12,19,25,17,2018,6,12,22,28,12,2018,6,12,22,27,55
8.461,250.76666666666668,299.7,550.4666666666667,0.01537059464696621,0.03374052904426426,2018,6,12,19,31,24,2018,6,13,4,41,52,2018,6,12,23,42,10
6.922,222.16666666666666,138.6,360.76666666666665,0.01918691675136284,0.031156789197299323,2018,6,12,19,31,42,2018,6,13,1,32,28,2018,6,12,23,13,52
1.446,40.516666666666666,263.45,303.96666666666664,0.00475710055927185,0.035689016865487456,2018,6,12,20,15,28,2018,6,13,1,19,26,2018,6,12,20,55,59
9.763,111.65,0.06666666666666667,111.71666666666667,0.08739072057287782,0.08744290192566054,2018,6,12,20,59,40,2018,6,12,22,51,23,2018,6,12,22,51,19
7.032,131.31666666666666,0.15,131.46666666666667,0.05348884381338742,0.053549942886153064,2018,6,12,21,24,13,2018,6,12,23,35,41,2018,6,12,23,35,32
5.346,105.6,92.95,198.55,0.026925207756232687,0.050625,2018,6,12,22,45,59,2018,6,13,2,4,32,2018,6,13,0,31,35
7.55,85.3,0.05,85.35,0.08845928529584066,0.08851113716295428,2018,6,12,23,4,28,2018,6,13,0,29,49,2018,6,13,0,29,46
9.436,90.9,-0.9833333333333333,89.91666666666667,0.1049416126042632,0.1038063806380638,2018,6,12,23,33,4,2018,6,13,1,2,59,2018,6,13,1,3,58
16.54,301.71666666666664,449.5833333333333,751.3,0.022015173698921867,0.05481964315306855,2018,6,13,0,37,15,2018,6,13,13,8,33,2018,6,13,5,38,58
16.51,153.16666666666666,0.4,153.56666666666666,0.10751031039722163,0.10779107725788903,2018,6,13,0,51,50,2018,6,13,3,25,24,2018,6,13,3,25,0
0.756,10.516666666666667,72.7,83.21666666666667,0.009084718606048467,0.07188589540412044,2018,6,13,1,3,11,2018,6,13,2,26,24,2018,6,13,1,13,42
11.429,213.18333333333334,593.15,806.3333333333334,0.014174038859032657,0.053611132827769525,2018,6,13,1,13,32,2018,6,13,14,39,52,2018,6,13,4,46,43
0.829,8.683333333333334,0.11666666666666667,8.8,0.09420454545454544,0.09547024952015354,2018,6,13,1,41,55,2018,6,13,1,50,43,2018,6,13,1,50,36
9.472,172.65,0.08333333333333333,172.73333333333332,0.05483597066769587,0.05486243845931074,2018,6,13,1,46,8,2018,6,13,4,38,52,2018,6,13,4,38,47
11.758,120.38333333333334,0.08333333333333333,120.46666666666667,0.09760376314333148,0.09767132770317041,2018,6,13,1,47,44,2018,6,13,3,48,12,2018,6,13,3,48,7
12.471,128.8,28.25,157.05,0.07940783190066857,0.09682453416149067,2018,6,13,1,51,18,2018,6,13,4,28,21,2018,6,13,4,0,6
11.242,108.23333333333333,0.08333333333333333,108.31666666666666,0.10378827511924912,0.10386818601786264,2018,6,13,2,7,47,2018,6,13,3,56,6,2018,6,13,3,56,1
18.649,185.46666666666667,0.08333333333333333,185.55,0.10050660199407167,0.10055176132278937,2018,6,13,2,12,34,2018,6,13,5,18,7,2018,6,13,5,18,2
4.525,63.5,0.08333333333333333,63.583333333333336,0.07116644823066842,0.07125984251968505,2018,6,13,2,36,27,2018,6,13,3,40,2,2018,6,13,3,39,57
5.757,125.63333333333334,3.35,128.98333333333332,0.04463367360124047,0.04582382594852746,2018,6,13,3,10,10,2018,6,13,5,19,9,2018,6,13,5,15,48
4.715,48.06666666666667,0.08333333333333333,48.15,0.09792315680166147,0.09809292649098474,2018,6,13,3,27,26,2018,6,13,4,15,35,2018,6,13,4,15,30
4.654,96.55,22.016666666666666,118.56666666666666,0.039252178802361544,0.04820300362506474,2018,6,13,3,28,54,2018,6,13,5,27,28,2018,6,13,5,5,27
3.409,37.7,0.08333333333333333,37.78333333333333,0.0902249669166299,0.09042440318302386,2018,6,13,3,45,52,2018,6,13,4,23,39,2018,6,13,4,23,34
12.682,128.58333333333334,0.08333333333333333,128.66666666666666,0.09856476683937825,0.09862864549578743,2018,6,13,3,49,39,2018,6,13,5,58,19,2018,6,13,5,58,14
6.607,129.25,648.7666666666667,778.0166666666667,0.00849210599601551,0.05111798839458414,2018,6,13,3,52,29,2018,6,13,16,50,30,2018,6,13,6,1,44
12.817,121.76666666666667,0.06666666666666667,121.83333333333333,0.10520109439124488,0.1052586914864495,2018,6,13,4,2,21,2018,6,13,6,4,11,2018,6,13,6,4,7
12.66,127.61666666666666,3.816666666666667,131.43333333333334,0.09632259700735481,0.09920334334595796,2018,6,13,5,30,57,2018,6,13,7,42,23,2018,6,13,7,38,34
10.994,108.95,0.08333333333333333,109.03333333333333,0.10083154998471415,0.10090867370353372,2018,6,13,6,21,29,2018,6,13,8,10,31,2018,6,13,8,10,26
6.209,125.3,47.1,172.4,0.03601508120649652,0.04955307262569832,2018,6,13,7,40,40,2018,6,13,10,33,4,2018,6,13,9,45,58
11.738,231.65,354.2,585.85,0.02003584535290603,0.050671271314483055,2018,6,13,11,42,23,2018,6,13,21,28,14,2018,6,13,15,34,2
2.07,19.633333333333333,0.3333333333333333,19.966666666666665,0.10367278797996661,0.10543293718166383,2018,6,13,12,48,40,2018,6,13,13,8,38,2018,6,13,13,8,18
5.732,59.36666666666667,0.15,59.516666666666666,0.09630915709885186,0.09655249859629422,2018,6,13,13,46,35,2018,6,13,14,46,6,2018,6,13,14,45,57
5.622,71.6,483.65,555.25,0.010125168842863574,0.0785195530726257,2018,6,13,13,51,52,2018,6,13,23,7,7,2018,6,13,15,3,28
14.004,247.15,11.233333333333333,258.3833333333333,0.054198542217635294,0.056661946186526396,2018,6,13,14,11,3,2018,6,13,18,29,26,2018,6,13,18,18,12
2.478,55.21666666666667,497.0,552.2166666666667,0.0044873690882202034,0.044877754301237555,2018,6,13,14,16,32,2018,6,13,23,28,45,2018,6,13,15,11,45
4.909,62.11666666666667,581.0166666666667,643.1333333333333,0.007632942883798071,0.07902870941776227,2018,6,13,14,37,22,2018,6,14,1,20,30,2018,6,13,15,39,29
9.134,238.13333333333333,21.366666666666667,259.5,0.03519845857418112,0.03835666293393057,2018,6,13,14,51,21,2018,6,13,19,10,51,2018,6,13,18,49,29
9.119,225.58333333333334,345.1666666666667,570.75,0.015977222952255805,0.040424085703731065,2018,6,13,14,52,33,2018,6,14,0,23,18,2018,6,13,18,38,8
5.568,120.18333333333334,412.6,532.7833333333333,0.010450777364156786,0.04632921924837054,2018,6,13,14,53,47,2018,6,13,23,46,34,2018,6,13,16,53,58
6.712,191.43333333333334,344.56666666666666,536.0,0.012522388059701493,0.0350618143827268,2018,6,13,14,54,33,2018,6,13,23,50,33,2018,6,13,18,5,59
16.509,506.9166666666667,0.05,506.96666666666664,0.03256427115523703,0.03256748314976163,2018,6,13,14,55,7,2018,6,13,23,22,5,2018,6,13,23,22,2
7.451,139.95,376.73333333333335,516.6833333333333,0.014420825134673076,0.05324044301536263,2018,6,13,15,5,20,2018,6,13,23,42,1,2018,6,13,17,25,17
0.941,37.28333333333333,93.41666666666667,130.7,0.007199693955623566,0.025239159588734912,2018,6,13,15,6,35,2018,6,13,17,17,17,2018,6,13,15,43,52
7.861,192.36666666666667,344.5833333333333,536.95,0.014640096843281495,0.04086466816842835,2018,6,13,15,16,45,2018,6,14,0,13,42,2018,6,13,18,29,7
4.307,107.45,516.4333333333333,623.8833333333333,0.0069035343146421615,0.04008375988832015,2018,6,13,15,23,26,2018,6,14,1,47,19,2018,6,13,17,10,53
12.314,407.26666666666665,205.81666666666666,613.0833333333334,0.0200853608807938,0.030235717793419548,2018,6,13,15,24,32,2018,6,14,1,37,37,2018,6,13,22,11,48
16.574,400.7,141.46666666666667,542.1666666666666,0.030569935444205353,0.04136261542300974,2018,6,13,15,25,17,2018,6,14,0,27,27,2018,6,13,22,5,59
13.471,479.03333333333336,1.0,480.03333333333336,0.028062634539268105,0.028121216338459397,2018,6,13,15,26,42,2018,6,13,23,26,44,2018,6,13,23,25,44
21.186,444.1,112.31666666666666,556.4166666666666,0.038075782537067546,0.04770547174059896,2018,6,13,15,27,34,2018,6,14,0,43,59,2018,6,13,22,51,40
2.321,49.96666666666667,0.08333333333333333,50.05,0.04637362637362638,0.04645096731154103,2018,6,13,15,27,42,2018,6,13,16,17,45,2018,6,13,16,17,40
4.861,158.71666666666667,461.55,620.2666666666667,0.007836951848667239,0.030626903286779375,2018,6,13,15,30,27,2018,6,14,1,50,43,2018,6,13,18,9,10
4.732,112.05,95.78333333333333,207.83333333333334,0.022768243785084203,0.042231146809460066,2018,6,13,15,38,52,2018,6,13,19,6,42,2018,6,13,17,30,55
21.601,471.8333333333333,0.08333333333333333,471.9166666666667,0.045772911884160335,0.04578099611444719,2018,6,13,15,40,49,2018,6,13,23,32,44,2018,6,13,23,32,39
15.978,403.78333333333336,242.58333333333334,646.3666666666667,0.024719715331854984,0.0395707268749742,2018,6,13,15,41,51,2018,6,14,2,28,13,2018,6,13,22,25,38
4.969,121.31666666666666,48.46666666666667,169.78333333333333,0.029266712476685976,0.04095892292897376,2018,6,13,15,43,11,2018,6,13,18,32,58,2018,6,13,17,44,30
9.414,237.55,0.4,237.95,0.03956293338936751,0.039629551673331924,2018,6,13,15,45,34,2018,6,13,19,43,31,2018,6,13,19,43,7
14.054,516.3166666666667,4.716666666666667,521.0333333333333,0.02697332224425821,0.02721972949417347,2018,6,13,15,46,18,2018,6,14,0,27,20,2018,6,14,0,22,37
8.983,310.6166666666667,240.43333333333334,551.05,0.01630160602486163,0.028919890540323016,2018,6,13,16,3,46,2018,6,14,1,14,49,2018,6,13,21,14,23
9.532,467.8833333333333,28.066666666666666,495.95,0.019219679403165643,0.020372600007124285,2018,6,13,16,6,40,2018,6,14,0,22,37,2018,6,13,23,54,33
9.474,429.43333333333334,29.083333333333332,458.51666666666665,0.020662280542328524,0.022061631607544825,2018,6,13,16,10,41,2018,6,13,23,49,12,2018,6,13,23,20,7
4.45,129.56666666666666,125.78333333333333,255.35,0.017427060896808302,0.034345253408798564,2018,6,13,16,18,11,2018,6,13,20,33,32,2018,6,13,18,27,45
14.903,480.53333333333336,18.716666666666665,499.25,0.02985077616424637,0.031013457269700333,2018,6,13,16,21,56,2018,6,14,0,41,11,2018,6,14,0,22,28
8.057,269.8666666666667,0.08333333333333333,269.95,0.02984626782737544,0.029855484189723322,2018,6,13,16,33,35,2018,6,13,21,3,32,2018,6,13,21,3,27
6.13,184.95,297.1333333333333,482.0833333333333,0.012715643906655144,0.0331440929981076,2018,6,13,16,38,14,2018,6,14,0,40,19,2018,6,13,19,43,11
19.114,581.7666666666667,0.13333333333333333,581.9,0.03284756831070631,0.03285509654500659,2018,6,13,16,40,1,2018,6,14,2,21,55,2018,6,14,2,21,47
18.237,483.0833333333333,-0.9833333333333333,482.1,0.03782825140012445,0.037751250646886315,2018,6,13,16,49,31,2018,6,14,0,51,37,2018,6,14,0,52,36
5.584,172.0,399.0,571.0,0.009779334500875656,0.03246511627906976,2018,6,13,17,7,35,2018,6,14,2,38,35,2018,6,13,19,59,35
10.992,261.98333333333335,279.4,541.3833333333333,0.020303543391928087,0.041956867485208986,2018,6,13,17,10,8,2018,6,14,2,11,31,2018,6,13,21,32,7
7.408,222.78333333333333,260.15,482.93333333333334,0.015339591385974601,0.033252038602528615,2018,6,13,17,13,36,2018,6,14,1,16,32,2018,6,13,20,56,23
7.152,264.53333333333336,60.43333333333333,324.96666666666664,0.02200841111908914,0.027036290322580644,2018,6,13,17,19,5,2018,6,13,22,44,3,2018,6,13,21,43,37
3.177,121.55,2.05,123.6,0.025703883495145633,0.02613739201974496,2018,6,13,17,29,8,2018,6,13,19,32,44,2018,6,13,19,30,41
10.343,383.75,11.766666666666667,395.51666666666665,0.02615060469428174,0.02695244299674267,2018,6,13,17,42,46,2018,6,14,0,18,17,2018,6,14,0,6,31
2.084,77.41666666666667,765.8333333333334,843.25,0.0024713904536021345,0.026919268030139935,2018,6,13,19,15,20,2018,6,14,9,18,35,2018,6,13,20,32,45
6.926,153.15,44.4,197.55,0.035059478613009364,0.04522363695723147,2018,6,13,19,24,34,2018,6,13,22,42,7,2018,6,13,21,57,43
5.048,100.4,223.91666666666666,324.31666666666666,0.015565034174418008,0.05027888446215139,2018,6,13,19,32,6,2018,6,14,0,56,25,2018,6,13,21,12,30
1.671,64.36666666666666,0.06666666666666667,64.43333333333334,0.02593378168649767,0.025960642154324188,2018,6,13,19,32,13,2018,6,13,20,36,39,2018,6,13,20,36,35
2.034,71.0,302.53333333333336,373.53333333333336,0.005445297162234517,0.02864788732394366,2018,6,13,19,59,19,2018,6,14,2,12,51,2018,6,13,21,10,19
8.347,179.75,291.3666666666667,471.1166666666667,0.017717479746701098,0.04643671766342142,2018,6,13,20,6,54,2018,6,14,3,58,1,2018,6,13,23,6,39
2.394,70.16666666666667,0.08333333333333333,70.25,0.03407829181494662,0.0341187648456057,2018,6,13,21,14,35,2018,6,13,22,24,50,2018,6,13,22,24,45
3.411,110.45,57.8,168.25,0.020273402674591382,0.030882752376641013,2018,6,13,21,38,40,2018,6,14,0,26,55,2018,6,13,23,29,7
5.666,112.88333333333334,97.41666666666667,210.3,0.026942463147883976,0.05019341503026724,2018,6,13,22,30,15,2018,6,14,2,0,33,2018,6,14,0,23,8
10.714,116.63333333333334,0.06666666666666667,116.7,0.09180805484147386,0.09186053158045156,2018,6,13,22,35,58,2018,6,14,0,32,40,2018,6,14,0,32,36
16.069,307.75,3.033333333333333,310.78333333333336,0.051704831876441246,0.0522144597887896,2018,6,13,22,56,58,2018,6,14,4,7,45,2018,6,14,4,4,43
2.457,47.61666666666667,0.06666666666666667,47.68333333333333,0.05152743795875568,0.051599579978998944,2018,6,13,23,18,52,2018,6,14,0,6,33,2018,6,14,0,6,29
16.05,298.18333333333334,0.15,298.3333333333333,0.05379888268156425,0.05382594600637192,2018,6,13,23,48,56,2018,6,14,4,47,16,2018,6,14,4,47,7
12.293,153.81666666666666,5094.25,5248.066666666667,0.0023423864026117553,0.07991981796510998,2018,6,14,0,26,34,2018,6,17,15,54,38,2018,6,14,3,0,23
15.605,289.0,465.56666666666666,754.5666666666667,0.020680743914829703,0.05399653979238755,2018,6,14,0,34,37,2018,6,14,13,9,11,2018,6,14,5,23,37
3.973,40.983333333333334,0.06666666666666667,41.05,0.09678440925700366,0.09694184627897519,2018,6,14,0,48,28,2018,6,14,1,29,31,2018,6,14,1,29,27
14.035,235.33333333333334,1.05,236.38333333333333,0.05937389832898541,0.05963881019830028,2018,6,14,1,19,35,2018,6,14,5,15,58,2018,6,14,5,14,55
1.337,17.083333333333332,0.26666666666666666,17.35,0.07706051873198846,0.07826341463414635,2018,6,14,1,25,47,2018,6,14,1,43,8,2018,6,14,1,42,52
6.109,96.35,0.08333333333333333,96.43333333333334,0.06334946422398893,0.06340425531914894,2018,6,14,1,43,58,2018,6,14,3,20,24,2018,6,14,3,20,19
4.157,84.98333333333333,52.516666666666666,137.5,0.030232727272727272,0.048915473622278875,2018,6,14,1,49,51,2018,6,14,4,7,21,2018,6,14,3,14,50
4.923,105.8,0.06666666666666667,105.86666666666666,0.04650188916876575,0.04653119092627599,2018,6,14,1,55,1,2018,6,14,3,40,53,2018,6,14,3,40,49
23.242,244.2,9.866666666666667,254.06666666666666,0.09147992652847023,0.09517608517608518,2018,6,14,2,0,22,2018,6,14,6,14,26,2018,6,14,6,4,34
8.721,127.6,0.08333333333333333,127.68333333333334,0.06830178827829265,0.06834639498432603,2018,6,14,2,2,33,2018,6,14,4,10,14,2018,6,14,4,10,9
5.782,103.7,0.08333333333333333,103.78333333333333,0.055712220973181306,0.05575699132111861,2018,6,14,2,6,20,2018,6,14,3,50,7,2018,6,14,3,50,2
6.08,128.18333333333334,36.666666666666664,164.85,0.03688201395207765,0.047432063450786634,2018,6,14,2,7,36,2018,6,14,4,52,27,2018,6,14,4,15,47
6.061,152.31666666666666,0.05,152.36666666666667,0.039779041785167356,0.03979209979209979,2018,6,14,2,7,49,2018,6,14,4,40,11,2018,6,14,4,40,8
7.936,76.18333333333334,0.08333333333333333,76.26666666666667,0.10405594405594405,0.10416976591555457,2018,6,14,2,8,40,2018,6,14,3,24,56,2018,6,14,3,24,51
2.964,32.766666666666666,190.46666666666667,223.23333333333332,0.013277586979244438,0.09045778229908444,2018,6,14,2,10,11,2018,6,14,5,53,25,2018,6,14,2,42,57
5.067,48.8,0.06666666666666667,48.86666666666667,0.10369031377899045,0.10383196721311476,2018,6,14,2,22,5,2018,6,14,3,10,57,2018,6,14,3,10,53
13.165,133.05,519.7833333333333,652.8333333333334,0.020165943323972424,0.0989477639984968,2018,6,14,2,51,39,2018,6,14,13,44,29,2018,6,14,5,4,42
8.706,156.43333333333334,0.4666666666666667,156.9,0.055487571701720834,0.05565310036224163,2018,6,14,2,55,56,2018,6,14,5,32,50,2018,6,14,5,32,22
2.25,33.18333333333333,0.03333333333333333,33.21666666666667,0.06773707977922729,0.06780512305374184,2018,6,14,3,1,19,2018,6,14,3,34,32,2018,6,14,3,34,30
6.581,129.25,569.1833333333333,698.4333333333333,0.009422517061995896,0.050916827852998066,2018,6,14,3,40,19,2018,6,14,15,18,45,2018,6,14,5,49,34
14.021,635.9,29.3,665.2,0.021077871316897173,0.02204906431828904,2018,6,14,3,45,13,2018,6,14,14,50,25,2018,6,14,14,21,7
15.637,737.1333333333333,0.5166666666666667,737.65,0.021198400325357556,0.02121325856923216,2018,6,14,5,9,18,2018,6,14,17,26,57,2018,6,14,17,26,26
11.688,231.1,331.8833333333333,562.9833333333333,0.020760827733207022,0.050575508437905675,2018,6,14,11,48,38,2018,6,14,21,11,37,2018,6,14,15,39,44
3.503,37.166666666666664,0.2,37.36666666666667,0.09374665477252453,0.0942511210762332,2018,6,14,12,41,4,2018,6,14,13,18,26,2018,6,14,13,18,14
7.671,90.63333333333334,193.36666666666667,284.0,0.02701056338028169,0.08463773446119896,2018,6,14,13,50,21,2018,6,14,18,34,21,2018,6,14,15,20,59
16.411,229.71666666666667,16.816666666666666,246.53333333333333,0.06656706327744727,0.07144017993180005,2018,6,14,14,1,10,2018,6,14,18,7,42,2018,6,14,17,50,53
2.754,63.55,478.45,542.0,0.005081180811808118,0.04333595594020456,2018,6,14,14,33,38,2018,6,14,23,35,38,2018,6,14,15,37,11
4.803,55.766666666666666,565.0166666666667,620.7833333333333,0.007736998952935807,0.0861267184698147,2018,6,14,14,38,34,2018,6,15,0,59,21,2018,6,14,15,34,20
22.624,652.7666666666667,7.7,660.4666666666667,0.03425456747754113,0.034658632487361486,2018,6,14,14,46,51,2018,6,15,1,47,19,2018,6,15,1,39,37
6.866,180.73333333333332,325.71666666666664,506.45,0.013557113239214137,0.03798967170785688,2018,6,14,14,53,12,2018,6,14,23,19,39,2018,6,14,17,53,56
6.838,176.01666666666668,290.76666666666665,466.78333333333336,0.014649194844146106,0.038848593883155,2018,6,14,14,54,20,2018,6,14,22,41,7,2018,6,14,17,50,21
11.168,298.65,207.73333333333332,506.3833333333333,0.022054438337228054,0.03739494391428093,2018,6,14,15,10,16,2018,6,14,23,36,39,2018,6,14,20,8,55
2.304,59.43333333333333,477.21666666666664,536.65,0.004293301034193608,0.03876612450925407,2018,6,14,15,14,7,2018,6,15,0,10,46,2018,6,14,16,13,33
4.599,93.43333333333334,513.1,606.5333333333333,0.00758243570015388,0.0492222618622904,2018,6,14,15,18,46,2018,6,15,1,25,18,2018,6,14,16,52,12
4.104,135.81666666666666,533.7,669.5166666666667,0.006129795125837047,0.0302172045649773,2018,6,14,15,19,33,2018,6,15,2,29,4,2018,6,14,17,35,22
4.776,120.8,118.85,239.65,0.019929063217191737,0.039536423841059605,2018,6,14,15,25,2,2018,6,14,19,24,41,2018,6,14,17,25,50
21.188,407.78333333333336,0.08333333333333333,407.8666666666667,0.051948349133703824,0.05195896513671475,2018,6,14,15,25,42,2018,6,14,22,13,34,2018,6,14,22,13,29
7.871,96.26666666666667,211.18333333333334,307.45,0.025600910717189788,0.08176246537396123,2018,6,14,15,27,9,2018,6,14,20,34,36,2018,6,14,17,3,25
9.651,250.95,288.6166666666667,539.5666666666667,0.017886575647124234,0.0384578601315003,2018,6,14,15,30,4,2018,6,15,0,29,38,2018,6,14,19,41,1
13.644,361.23333333333335,187.85,549.0833333333334,0.024848687205949307,0.03777060071975639,2018,6,14,15,30,55,2018,6,15,0,40,0,2018,6,14,21,32,9
