kWhDelivered,kWh_per_min_effective_charging,connectionTime_year,connectionTime_month,connectionTime_day,connectionTime_hour,connectionTime_min,connectionTime_sec,doneChargingTime_year,doneChargingTime_month,doneChargingTime_day,doneChargingTime_hour,doneChargingTime_min,doneChargingTime_sec
5.076,0.09399999999999999,2018,1,10,19,24,0,2018,1,10,20,18,0
24.097,1.4174705882352943,2018,1,10,19,35,0,2018,1,10,19,52,0
1.288,0.2576,2018,1,10,19,40,0,2018,1,10,19,45,0
12.825,0.0796583850931677,2018,1,10,20,38,0,2018,1,10,23,19,0
7.313,0.09375641025641025,2018,1,10,22,46,0,2018,1,11,0,4,0
16.078,0.10306410256410256,2018,1,10,23,6,0,2018,1,11,1,42,0
12.488,0.07805,2018,1,10,23,7,0,2018,1,11,1,47,0
10.018,0.11008791208791209,2018,1,11,6,14,0,2018,1,11,7,45,0
11.322,0.32348571428571427,2018,1,11,6,51,0,2018,1,11,7,26,0
0.797,0.11385714285714287,2018,1,11,7,28,0,2018,1,11,7,35,0
5.085,1.017,2018,1,11,7,42,0,2018,1,11,7,47,0
1.364,0.08525,2018,1,11,8,2,0,2018,1,11,8,18,0
0.716,0.1432,2018,1,11,8,8,0,2018,1,11,8,13,0
0.708,0.0885,2018,1,11,8,21,0,2018,1,11,8,29,0
1.61,0.08944444444444445,2018,1,11,9,30,0,2018,1,11,9,48,0
6.95,0.07722222222222222,2018,1,11,9,34,0,2018,1,11,11,4,0
6.036,0.10589473684210525,2018,1,11,10,33,0,2018,1,11,11,30,0
7.189,0.11981666666666667,2018,1,11,12,0,0,2018,1,11,13,0,0
12.907,0.11950925925925926,2018,1,11,12,52,0,2018,1,11,14,40,0
10.14,0.10453608247422681,2018,1,11,14,3,0,2018,1,11,15,40,0
0.459,0.0918,2018,1,11,14,44,0,2018,1,11,14,49,0
14.299,2.0427142857142857,2018,1,11,16,27,0,2018,1,11,16,34,0
0.837,0.1674,2018,1,11,16,48,0,2018,1,11,16,53,0
1.083,0.1083,2018,1,11,16,52,0,2018,1,11,17,2,0
3.274,0.36377777777777776,2018,1,11,18,1,0,2018,1,11,18,10,0
16.965,0.09477653631284916,2018,1,11,18,5,0,2018,1,11,21,4,0
9.245,0.21499999999999997,2018,1,11,18,33,0,2018,1,11,19,16,0
15.461,1.2884166666666668,2018,1,11,19,49,0,2018,1,11,20,1,0
12.314,0.17343661971830987,2018,1,11,20,46,0,2018,1,11,21,57,0
22.773,0.07962587412587413,2018,1,11,21,32,0,2018,1,12,2,18,0
4.409,0.09584782608695652,2018,1,11,22,1,0,2018,1,11,22,47,0
0.77,0.12833333333333333,2018,1,11,22,47,0,2018,1,11,22,53,0
20.565,0.6231818181818182,2018,1,11,23,30,0,2018,1,12,0,3,0
0.405,0.081,2018,1,12,2,42,0,2018,1,12,2,47,0
0.741,0.1482,2018,1,12,3,6,0,2018,1,12,3,11,0
8.008,0.11952238805970147,2018,1,12,3,21,0,2018,1,12,4,28,0
10.037,0.0784140625,2018,1,12,5,2,0,2018,1,12,7,10,0
6.171,0.6171,2018,1,12,5,42,0,2018,1,12,5,52,0
5.574,1.1148,2018,1,12,5,46,0,2018,1,12,5,51,0
0.564,0.11279999999999998,2018,1,12,6,45,0,2018,1,12,6,50,0
4.513,0.06837878787878787,2018,1,12,7,9,0,2018,1,12,8,15,0
0.627,0.1254,2018,1,12,8,47,0,2018,1,12,8,52,0
23.412,0.3547272727272727,2018,1,12,8,54,0,2018,1,12,10,0,0
2.239,0.054609756097560976,2018,1,12,9,3,0,2018,1,12,9,44,0
34.298,0.30085964912280705,2018,1,12,9,55,0,2018,1,12,11,49,0
0.879,0.109875,2018,1,12,10,41,0,2018,1,12,10,49,0
8.656,0.07728571428571429,2018,1,12,10,49,0,2018,1,12,12,41,0
28.729,0.06922650602409638,2018,1,12,11,40,0,2018,1,12,18,35,0
4.946,0.9892,2018,1,12,12,44,0,2018,1,12,12,49,0
0.571,0.071375,2018,1,12,15,41,0,2018,1,12,15,49,0
0.559,0.069875,2018,1,12,15,42,0,2018,1,12,15,50,0
4.788,0.09975,2018,1,12,15,56,0,2018,1,12,16,44,0
0.856,0.06584615384615385,2018,1,12,16,15,0,2018,1,12,16,28,0
0.898,0.1796,2018,1,12,16,52,0,2018,1,12,16,57,0
